Лапша с натуральным мясом курицы Premium Доширак,351,8,45,15
Суп горячая кружка Гороховая с гренками Knorr,37,2,0,0.8
кудрявый суп с вермишелью и яйцом,27,3,2,1
рис пропаренный Семейные закрома,330,7,71,1
Мимоза с горбушей,268,9,4,24
куриная грудка с луком и томатной пастой с водой,135,15,8,5
Курица запеченная с грибами в сметане,175,11,2,14
"Куриное филе, брокколи,стручковая фасоль, шампиньоны(лук,морковь)",66,5,5,3
языки в желе по-домашнему Слонимский,109,12,0.2,6
Биточки из филе люкс мясные замороженные Ганна,193,16,0,13
спагетти с яйцом,346,12,72,1
Курица с чесноком в рукаве,149,13,2,10
Котлета из птицы с капустой тушеной Волков,112,6,9,6
"Салат из помидоров, капусты и сладкого перца Гиппо",110,1,0,10
рол симфония с креветкой BB,185,9,17,10
Салат 'Цезарь' микс зелени,16,2,2,0.24
салат с тунцом и кукурузой,92,8,6,4
Винегрет с копченым лососем Милти,111,4,7,7
Фламиш с ветчиной и сыром Перекресток,237,11,0,12
супер гречка со вкусом гуляша Роллтон,330,11,65,3
Лапша с курицей Noodle,95,2,12,4
Пельмени замороженные с индейкой Три Медведя,243,11,28,10
Пицца Мини Ветчина и сыр Вкусвилл,198,11,0,6
Плов с мясом по-узбекский Домашние консервы,210,8,23,8
салат с картофелем и сельдью,93,3,10,4
Творог с малиной,120,13,10,3
"Салат со свеклой, черносливом, орехами и чесноком",207,2,13,16
ядреный хренодер,30,2,5,0.2
Паштет с добавлением гусятины Pamapol,255,6,7,22
Рыбные фигурки Глобус,193,10,0,9
Блинчики с капустой и грибами,130,4,14,9
Коктейль тропический кусочки,86,0,22,0
Хреновина Знаток,76,2,15,1
Куриный крем суп с луком и сухарики goracy kubek Knorr,34,0.6,4,2
детское пюре мясное,180,8,5,12
"Запечённая цветная капуста с фаршем, сыром, сметаной",270,15,5,17
Икра баклажанная сырая,75,1,4,6
Хлопья овсяные быстрого приготовления Экзотик Кашка Минутка,317,9,59,5
салат с плавленными сырками и морковью,151,9,14,7
Щи рыбные,23,2,3,0.3
Рисовая лапша с овощами,164,12,18,5
"Яки удон со свининой, Евразия",224,10,21,11
Пельмени чучвара,179,10,26,4
Гречаники из свинины Галя Балувана,252,10,14,19
Салат из морских водорослей маринованных чука с кунжутом Магнит,90,3,0,4
Суп с макаронными изделиями,48,1,6,2
Тефтели с рисом в духовке,255,12,23,12
салат крабик,131,5,4,10
курица карри с рисом Мираторг,176,10,0,4
салат греческий с курицой,136,12,2,7
"макароны с фаршем, домашние",280,11,45,6
"Куриная грудка, сыр, помидор",113,17,2,4
Рыба тушёная в томате с овощами Ирина Сервис,171,16,8,8
Суп куриный домашний,119,14,15,2
суп макаронний,47,3,4,2
Блины на ряженке и воде,130,5,20,3
Салат сельдь под шубой Самокат,205,6,6,17
Сэндвич с куриной отбивной Чародейка,243,12,0,12
Куриные рулетики с овощами,163,31,4,3
Салат из морской капусты витаминный Магнит,60,9,3,8
Вареники замороженные рецепт Жюльен Білий Бик,233,12,27,9
